weight,mag_pct,subject,pen_mult,n_seizures,tp,fp,n_ref,n_hyp,sensitivity,precision,f1,fp_per_day,fp_rate_full,mean_lat_s,n_inter_h
new_decision19,75.0,chb14,5.0,8,1,10,8,14,0.125,0.09090909090909091,0.10526315789473684,9.25013918033489,9.230769230769232,-16.0,25.95
new_decision19,75.0,chb14,10.0,8,1,7,8,9,0.125,0.125,0.125,6.475097426234422,6.461538461538462,-16.0,25.95
new_decision19,80.0,chb14,0.3,8,5,66,8,126,0.625,0.07042253521126761,0.12658227848101267,61.05091859021027,60.92307692307693,10.4,25.95
new_decision19,80.0,chb14,0.5,8,4,59,8,95,0.5,0.06349206349206349,0.11267605633802817,54.575821163975846,54.46153846153847,18.4,25.95
new_decision19,80.0,chb14,1.0,8,5,47,8,62,0.625,0.09615384615384616,0.16666666666666666,43.475654147573984,43.38461538461539,10.4,25.95
new_decision19,80.0,chb14,2.0,8,2,24,8,33,0.25,0.07692307692307693,0.11764705882352941,22.200334032803735,22.153846153846157,-22.0,25.95
new_decision19,80.0,chb14,5.0,8,1,8,8,11,0.125,0.1111111111111111,0.11764705882352941,7.400111344267911,7.384615384615385,-16.0,25.95
new_decision19,80.0,chb14,10.0,8,1,5,8,7,0.125,0.16666666666666666,0.14285714285714285,4.625069590167445,4.615384615384616,-16.0,25.95
new_decision19,40.0,chb15,0.3,20,19,175,20,361,0.95,0.0979381443298969,0.17757009345794392,106.49987321443663,104.97667185069984,6.7368421052631575,39.44
new_decision19,40.0,chb15,0.5,20,19,138,20,264,0.95,0.12101910828025478,0.21468926553672316,83.98275716338433,82.78160408798044,8.842105263157896,39.44
new_decision19,40.0,chb15,1.0,20,19,83,20,164,0.95,0.18627450980392157,0.3114754098360656,50.5113684388471,49.78893579204621,7.7894736842105265,39.44
new_decision19,40.0,chb15,2.0,20,18,50,20,96,0.9,0.2647058823529412,0.4090909090909091,30.428535204124756,29.993334814485667,9.333333333333334,39.44
new_decision19,40.0,chb15,5.0,20,17,27,20,62,0.85,0.38636363636363635,0.53125,16.43140901022737,16.19640079982226,20.235294117647058,39.44
new_decision19,40.0,chb15,10.0,20,10,20,20,39,0.5,0.3333333333333333,0.4,12.171414081649903,11.997333925794267,40.8,39.44
new_decision19,50.0,chb15,0.3,20,19,148,20,313,0.95,0.11377245508982035,0.20320855614973263,90.06846420420928,88.78027105087757,6.7368421052631575,39.44
new_decision19,50.0,chb15,0.5,20,19,113,20,230,0.95,0.14393939393939395,0.25,68.76848956132196,67.78493668073762,8.842105263157896,39.44
new_decision19,50.0,chb15,1.0,20,19,72,20,145,0.95,0.2087912087912088,0.34234234234234234,43.81709069393965,43.19040213285936,7.7894736842105265,39.44
new_decision19,50.0,chb15,2.0,20,17,42,20,84,0.85,0.288135593220339,0.43037974683544306,25.559969571464798,25.194401244167963,19.058823529411764,39.44
new_decision19,50.0,chb15,5.0,20,16,22,20,55,0.8,0.42105263157894735,0.5517241379310345,13.388555489814891,13.197067318373694,23.25,39.44
new_decision19,50.0,chb15,10.0,20,10,17,20,36,0.5,0.37037037037037035,0.425531914893617,10.345701969402418,10.197733836925128,40.8,39.44
new_decision19,55.0,chb15,0.3,20,19,135,20,287,0.95,0.12337662337662338,0.21839080459770116,82.15704505113685,80.9820039991113,14.105263157894736,39.44
new_decision19,55.0,chb15,0.5,20,19,100,20,214,0.95,0.15966386554621848,0.2733812949640288,60.85707040824951,59.986669628971335,8.842105263157896,39.44
new_decision19,55.0,chb15,1.0,20,19,64,20,134,0.95,0.2289156626506024,0.36893203883495146,38.94852506127969,38.391468562541654,7.7894736842105265,39.44
new_decision19,55.0,chb15,2.0,20,16,37,20,77,0.8,0.3018867924528302,0.4383561643835616,22.51711605105232,22.195067762719393,22.0,39.44
new_decision19,55.0,chb15,5.0,20,16,20,20,52,0.8,0.4444444444444444,0.5714285714285714,12.171414081649903,11.997333925794267,23.25,39.44
new_decision19,55.0,chb15,10.0,20,10,15,20,34,0.5,0.4,0.4444444444444444,9.128560561237428,8.998000444345701,40.8,39.44
new_decision19,60.0,chb15,0.3,20,19,119,20,264,0.95,0.13768115942028986,0.24050632911392406,72.41991378581693,71.3841368584759,14.105263157894736,39.44
new_decision19,60.0,chb15,0.5,20,19,89,20,197,0.95,0.17592592592592593,0.296875,54.16279266334206,53.38813596978449,8.842105263157896,39.44
new_decision19,60.0,chb15,1.0,20,19,59,20,123,0.95,0.24358974358974358,0.3877551020408163,35.90567154086722,35.39213508109309,15.157894736842104,39.44
new_decision19,60.0,chb15,2.0,20,16,33,20,71,0.8,0.32653061224489793,0.463768115942029,20.08283323472234,19.795600977560543,22.0,39.44
new_decision19,60.0,chb15,5.0,20,16,18,20,50,0.8,0.47058823529411764,0.5925925925925926,10.954272673484912,10.79760053321484,23.25,39.44
new_decision19,60.0,chb15,10.0,20,9,13,20,31,0.45,0.4090909090909091,0.42857142857142855,7.911419153072436,7.798267051766274,18.666666666666668,39.44
new_decision19,65.0,chb15,0.3,20,19,103,20,240,0.95,0.1557377049180328,0.2676056338028169,62.682782520497,61.786269717840476,14.105263157894736,39.44
new_decision19,65.0,chb15,0.5,20,19,80,20,180,0.95,0.1919191919191919,0.31932773109243695,48.68565632659961,47.98933570317707,8.842105263157896,39.44
new_decision19,65.0,chb15,1.0,20,17,54,20,112,0.85,0.23943661971830985,0.37362637362637363,32.86281802045474,32.39280159964452,10.117647058823529,39.44
new_decision19,65.0,chb15,2.0,20,16,29,20,67,0.8,0.35555555555555557,0.49230769230769234,17.64855041839236,17.39613419240169,22.0,39.44
new_decision19,65.0,chb15,5.0,20,16,15,20,47,0.8,0.5161290322580645,0.6274509803921569,9.128560561237428,8.998000444345701,23.25,39.44
new_decision19,65.0,chb15,10.0,20,9,12,20,30,0.45,0.42857142857142855,0.43902439024390244,7.302848448989941,7.1984003554765605,18.666666666666668,39.44
new_decision19,70.0,chb15,0.3,20,19,86,20,216,0.95,0.18095238095238095,0.304,52.33708055109457,51.58853588091535,14.105263157894736,39.44
new_decision19,70.0,chb15,0.5,20,19,70,20,160,0.95,0.21348314606741572,0.3486238532110092,42.59994928577466,41.990668740279936,16.210526315789473,39.44
new_decision19,70.0,chb15,1.0,20,16,44,20,101,0.8,0.26666666666666666,0.4,26.777110979629782,26.39413463674739,10.75,39.44
new_decision19,70.0,chb15,2.0,20,16,25,20,62,0.8,0.3902439024390244,0.5245901639344263,15.214267602062378,14.996667407242834,22.0,39.44
new_decision19,70.0,chb15,5.0,20,16,13,20,44,0.8,0.5517241379310345,0.6530612244897959,7.911419153072436,7.798267051766274,23.25,39.44
new_decision19,70.0,chb15,10.0,20,9,10,20,28,0.45,0.47368421052631576,0.46153846153846156,6.085707040824952,5.998666962897134,18.666666666666668,39.44
new_decision19,75.0,chb15,0.3,20,19,73,20,190,0.95,0.20652173913043478,0.3392857142857143,44.42566139802214,43.79026882914908,14.105263157894736,39.44
new_decision19,75.0,chb15,0.5,20,17,61,20,142,0.85,0.21794871794871795,0.3469387755102041,37.12281294903221,36.59186847367251,11.294117647058824,39.44
new_decision19,75.0,chb15,1.0,20,16,38,20,91,0.8,0.2962962962962963,0.43243243243243246,23.125686755134815,22.79493445900911,22.0,39.44
new_decision19,75.0,chb15,2.0,20,16,22,20,56,0.8,0.42105263157894735,0.5517241379310345,13.388555489814891,13.197067318373694,22.0,39.44
new_decision19,75.0,chb15,5.0,20,16,12,20,42,0.8,0.5714285714285714,0.6666666666666666,7.302848448989941,7.1984003554765605,23.25,39.44
new_decision19,75.0,chb15,10.0,20,9,9,20,27,0.45,0.5,0.47368421052631576,5.477136336742456,5.39880026660742,18.666666666666668,39.44
new_decision19,80.0,chb15,0.3,20,18,60,20,163,0.9,0.23076923076923078,0.3673469387755102,36.51424224494971,35.992001777382804,14.666666666666666,39.44
new_decision19,80.0,chb15,0.5,20,16,46,20,122,0.8,0.25806451612903225,0.3902439024390244,27.994252387794774,27.593868029326817,20.75,39.44
new_decision19,80.0,chb15,1.0,20,16,31,20,81,0.8,0.3404255319148936,0.47761194029850745,18.86569182655735,18.595867584981114,22.0,39.44
new_decision19,80.0,chb15,2.0,20,16,18,20,51,0.8,0.47058823529411764,0.5925925925925926,10.954272673484912,10.79760053321484,22.0,39.44
new_decision19,80.0,chb15,5.0,20,15,10,20,37,0.75,0.6,0.6666666666666666,6.085707040824952,5.998666962897134,26.133333333333333,39.44
new_decision19,80.0,chb15,10.0,20,9,7,20,25,0.45,0.5625,0.5,4.259994928577466,4.199066874027993,18.666666666666668,39.44
new_decision19,40.0,chb16,0.3,10,9,62,10,122,0.9,0.1267605633802817,0.2222222222222222,78.44423617619495,78.31578947368422,3.2,18.97
new_decision19,40.0,chb16,0.5,10,9,55,10,90,0.9,0.140625,0.24324324324324326,69.58762886597938,69.47368421052632,2.6666666666666665,18.97
new_decision19,40.0,chb16,1.0,10,5,37,10,53,0.5,0.11904761904761904,0.19230769230769232,46.813495782567955,46.73684210526316,11.2,18.97
new_decision19,40.0,chb16,2.0,10,3,20,10,28,0.3,0.13043478260869565,0.18181818181818182,25.304592314901598,25.263157894736842,-2.6666666666666665,18.97
new_decision19,40.0,chb16,5.0,10,0,14,10,17,0.0,0.0,0.0,17.713214620431117,17.68421052631579,nan,18.97
new_decision19,40.0,chb16,10.0,10,0,6,10,6,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
new_decision19,50.0,chb16,0.3,10,9,56,10,102,0.9,0.13846153846153847,0.24,70.85285848172447,70.73684210526316,2.6666666666666665,18.97
new_decision19,50.0,chb16,0.5,10,8,48,10,74,0.8,0.14285714285714285,0.24242424242424243,60.73102155576383,60.631578947368425,6.0,18.97
new_decision19,50.0,chb16,1.0,10,5,31,10,45,0.5,0.1388888888888889,0.21739130434782608,39.222118088097474,39.15789473684211,11.2,18.97
new_decision19,50.0,chb16,2.0,10,2,16,10,23,0.2,0.1111111111111111,0.14285714285714285,20.243673851921276,20.210526315789476,10.0,18.97
new_decision19,50.0,chb16,5.0,10,0,11,10,14,0.0,0.0,0.0,13.917525773195877,13.894736842105264,nan,18.97
new_decision19,50.0,chb16,10.0,10,0,5,10,5,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
new_decision19,55.0,chb16,0.3,10,9,50,10,92,0.9,0.15254237288135594,0.2608695652173913,63.26148078725399,63.15789473684211,2.6666666666666665,18.97
new_decision19,55.0,chb16,0.5,10,7,44,10,67,0.7,0.13725490196078433,0.22950819672131148,55.670103092783506,55.578947368421055,10.857142857142858,18.97
new_decision19,55.0,chb16,1.0,10,4,28,10,40,0.4,0.125,0.19047619047619047,35.426429240862234,35.36842105263158,5.0,18.97
new_decision19,55.0,chb16,2.0,10,2,14,10,21,0.2,0.125,0.15384615384615385,17.713214620431117,17.68421052631579,10.0,18.97
new_decision19,55.0,chb16,5.0,10,0,10,10,13,0.0,0.0,0.0,12.652296157450799,12.631578947368421,nan,18.97
new_decision19,55.0,chb16,10.0,10,0,5,10,5,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
new_decision19,60.0,chb16,0.3,10,8,45,10,81,0.8,0.1509433962264151,0.25396825396825395,56.935332708528584,56.8421052631579,6.0,18.97
new_decision19,60.0,chb16,0.5,10,7,39,10,60,0.7,0.15217391304347827,0.25,49.34395501405811,49.26315789473684,10.857142857142858,18.97
new_decision19,60.0,chb16,1.0,10,4,24,10,36,0.4,0.14285714285714285,0.21052631578947367,30.365510777881916,30.315789473684212,5.0,18.97
new_decision19,60.0,chb16,2.0,10,2,12,10,19,0.2,0.14285714285714285,0.16666666666666666,15.182755388940958,15.157894736842106,10.0,18.97
new_decision19,60.0,chb16,5.0,10,0,8,10,11,0.0,0.0,0.0,10.121836925960638,10.105263157894738,nan,18.97
new_decision19,60.0,chb16,10.0,10,0,4,10,4,0.0,0.0,0.0,5.060918462980319,5.052631578947369,nan,18.97
new_decision19,65.0,chb16,0.3,10,7,40,10,71,0.7,0.14893617021276595,0.24561403508771928,50.609184629803195,50.526315789473685,10.857142857142858,18.97
new_decision19,65.0,chb16,0.5,10,7,36,10,54,0.7,0.16279069767441862,0.2641509433962264,45.54826616682287,45.473684210526315,10.857142857142858,18.97
new_decision19,65.0,chb16,1.0,10,3,23,10,31,0.3,0.11538461538461539,0.16666666666666666,29.100281162136834,29.05263157894737,16.0,18.97
new_decision19,65.0,chb16,2.0,10,2,10,10,16,0.2,0.16666666666666666,0.18181818181818182,12.652296157450799,12.631578947368421,10.0,18.97
new_decision19,65.0,chb16,5.0,10,0,7,10,10,0.0,0.0,0.0,8.856607310215558,8.842105263157896,nan,18.97
new_decision19,65.0,chb16,10.0,10,0,4,10,4,0.0,0.0,0.0,5.060918462980319,5.052631578947369,nan,18.97
new_decision19,70.0,chb16,0.3,10,7,36,10,62,0.7,0.16279069767441862,0.2641509433962264,45.54826616682287,45.473684210526315,10.857142857142858,18.97
new_decision19,70.0,chb16,0.5,10,6,30,10,46,0.6,0.16666666666666666,0.2608695652173913,37.95688847235239,37.89473684210527,6.666666666666667,18.97
new_decision19,70.0,chb16,1.0,10,2,20,10,27,0.2,0.09090909090909091,0.125,25.304592314901598,25.263157894736842,10.0,18.97
new_decision19,70.0,chb16,2.0,10,0,8,10,12,0.0,0.0,0.0,10.121836925960638,10.105263157894738,nan,18.97
new_decision19,70.0,chb16,5.0,10,0,6,10,9,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
new_decision19,70.0,chb16,10.0,10,0,3,10,3,0.0,0.0,0.0,3.7956888472352395,3.7894736842105265,nan,18.97
new_decision19,75.0,chb16,0.3,10,6,29,10,52,0.6,0.17142857142857143,0.26666666666666666,36.69165885660731,36.631578947368425,6.666666666666667,18.97
new_decision19,75.0,chb16,0.5,10,4,26,10,38,0.4,0.13333333333333333,0.2,32.89597000937207,32.8421052631579,22.0,18.97
new_decision19,75.0,chb16,1.0,10,2,16,10,23,0.2,0.1111111111111111,0.14285714285714285,20.243673851921276,20.210526315789476,10.0,18.97
new_decision19,75.0,chb16,2.0,10,0,7,10,10,0.0,0.0,0.0,8.856607310215558,8.842105263157896,nan,18.97
new_decision19,75.0,chb16,5.0,10,0,5,10,7,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
new_decision19,75.0,chb16,10.0,10,0,3,10,3,0.0,0.0,0.0,3.7956888472352395,3.7894736842105265,nan,18.97
new_decision19,80.0,chb16,0.3,10,4,25,10,41,0.4,0.13793103448275862,0.20512820512820512,31.630740393626994,31.578947368421055,22.0,18.97
new_decision19,80.0,chb16,0.5,10,2,21,10,29,0.2,0.08695652173913043,0.12121212121212122,26.569821930646675,26.526315789473685,10.0,18.97
new_decision19,80.0,chb16,1.0,10,2,12,10,18,0.2,0.14285714285714285,0.16666666666666666,15.182755388940958,15.157894736842106,10.0,18.97
new_decision19,80.0,chb16,2.0,10,0,6,10,8,0.0,0.0,0.0,7.591377694470479,7.578947368421053,nan,18.97
new_decision19,80.0,chb16,5.0,10,0,5,10,6,0.0,0.0,0.0,6.326148078725399,6.315789473684211,nan,18.97
new_decision19,80.0,chb16,10.0,10,0,2,10,2,0.0,0.0,0.0,2.5304592314901595,2.5263157894736845,nan,18.97
new_decision19,40.0,chb17,0.3,3,3,90,3,164,1.0,0.03225806451612903,0.0625,103.22854715378081,102.82450015867978,46.666666666666664,20.92
new_decision19,40.0,chb17,0.5,3,2,71,3,119,0.6666666666666666,0.0273972602739726,0.05263157894736842,81.43585386576041,81.11710568073627,18.0,20.92
new_decision19,40.0,chb17,1.0,3,2,52,3,81,0.6666666666666666,0.037037037037037035,0.07017543859649122,59.64316057774002,59.409711202792764,18.0,20.92
new_decision19,40.0,chb17,2.0,3,2,27,3,50,0.6666666666666666,0.06896551724137931,0.125,30.96856414613424,30.847350047603932,28.0,20.92
new_decision19,40.0,chb17,5.0,3,2,10,3,29,0.6666666666666666,0.16666666666666666,0.26666666666666666,11.469838572642312,11.424944462075532,98.0,20.92
new_decision19,40.0,chb17,10.0,3,2,7,3,24,0.6666666666666666,0.2222222222222222,0.3333333333333333,8.028887000849618,7.997461123452871,98.0,20.92
new_decision19,50.0,chb17,0.3,3,2,76,3,138,0.6666666666666666,0.02564102564102564,0.04938271604938271,87.17077315208158,86.82957791177404,18.0,20.92
new_decision19,50.0,chb17,0.5,3,2,58,3,100,0.6666666666666666,0.03333333333333333,0.06349206349206349,66.52506372132541,66.26467788003808,18.0,20.92
new_decision19,50.0,chb17,1.0,3,2,41,3,69,0.6666666666666666,0.046511627906976744,0.08695652173913043,47.02633814783348,46.84227229450968,18.0,20.92
new_decision19,50.0,chb17,2.0,3,2,20,3,43,0.6666666666666666,0.09090909090909091,0.16,22.939677145284623,22.849888924151063,28.0,20.92
new_decision19,50.0,chb17,5.0,3,2,8,3,25,0.6666666666666666,0.2,0.3076923076923077,9.17587085811385,9.139955569660424,98.0,20.92
new_decision19,50.0,chb17,10.0,3,2,4,3,20,0.6666666666666666,0.3333333333333333,0.4444444444444444,4.587935429056925,4.569977784830212,98.0,20.92
new_decision19,55.0,chb17,0.3,3,2,66,3,124,0.6666666666666666,0.029411764705882353,0.056338028169014086,75.70093457943926,75.40463344969851,18.0,20.92
new_decision19,55.0,chb17,0.5,3,2,51,3,91,0.6666666666666666,0.03773584905660377,0.07142857142857142,58.49617672047579,58.267216756585206,18.0,20.92
new_decision19,55.0,chb17,1.0,3,2,35,3,63,0.6666666666666666,0.05405405405405406,0.1,40.144435004248095,39.98730561726436,18.0,20.92
new_decision19,55.0,chb17,2.0,3,2,17,3,39,0.6666666666666666,0.10526315789473684,0.18181818181818182,19.498725573491928,19.422405585528402,28.0,20.92
new_decision19,55.0,chb17,5.0,3,2,6,3,23,0.6666666666666666,0.25,0.36363636363636365,6.8819031435853875,6.854966677245319,98.0,20.92
new_decision19,55.0,chb17,10.0,3,1,3,3,14,0.3333333333333333,0.25,0.2857142857142857,3.4409515717926937,3.4274833386226593,156.0,20.92
new_decision19,60.0,chb17,0.3,3,2,58,3,111,0.6666666666666666,0.03333333333333333,0.06349206349206349,66.52506372132541,66.26467788003808,18.0,20.92
new_decision19,60.0,chb17,0.5,3,2,43,3,82,0.6666666666666666,0.044444444444444446,0.08333333333333333,49.320305862361934,49.127261186924784,18.0,20.92
new_decision19,60.0,chb17,1.0,3,2,30,3,57,0.6666666666666666,0.0625,0.11428571428571428,34.409515717926936,34.27483338622659,18.0,20.92
new_decision19,60.0,chb17,2.0,3,2,16,3,36,0.6666666666666666,0.1111111111111111,0.19047619047619047,18.3517417162277,18.27991113932085,28.0,20.92
new_decision19,60.0,chb17,5.0,3,2,5,3,22,0.6666666666666666,0.2857142857142857,0.4,5.734919286321156,5.712472231037766,98.0,20.92
new_decision19,60.0,chb17,10.0,3,0,2,3,11,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,65.0,chb17,0.3,3,2,51,3,99,0.6666666666666666,0.03773584905660377,0.07142857142857142,58.49617672047579,58.267216756585206,18.0,20.92
new_decision19,65.0,chb17,0.5,3,2,36,3,73,0.6666666666666666,0.05263157894736842,0.0975609756097561,41.29141886151232,41.12980006347191,18.0,20.92
new_decision19,65.0,chb17,1.0,3,2,26,3,51,0.6666666666666666,0.07142857142857142,0.12903225806451613,29.82158028887001,29.704855601396382,18.0,20.92
new_decision19,65.0,chb17,2.0,3,2,12,3,32,0.6666666666666666,0.14285714285714285,0.23529411764705882,13.763806287170775,13.709933354490637,28.0,20.92
new_decision19,65.0,chb17,5.0,3,1,3,3,14,0.3333333333333333,0.25,0.2857142857142857,3.4409515717926937,3.4274833386226593,156.0,20.92
new_decision19,65.0,chb17,10.0,3,0,2,3,10,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,70.0,chb17,0.3,3,2,39,3,86,0.6666666666666666,0.04878048780487805,0.09090909090909091,44.732370433305015,44.55728340209457,18.0,20.92
new_decision19,70.0,chb17,0.5,3,2,28,3,64,0.6666666666666666,0.06666666666666667,0.12121212121212122,32.11554800339847,31.989844493811486,18.0,20.92
new_decision19,70.0,chb17,1.0,3,2,22,3,45,0.6666666666666666,0.08333333333333333,0.14814814814814814,25.233644859813083,25.134877816566167,18.0,20.92
new_decision19,70.0,chb17,2.0,3,2,10,3,29,0.6666666666666666,0.16666666666666666,0.26666666666666666,11.469838572642312,11.424944462075532,98.0,20.92
new_decision19,70.0,chb17,5.0,3,0,2,3,11,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,70.0,chb17,10.0,3,0,2,3,9,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,75.0,chb17,0.3,3,2,29,3,74,0.6666666666666666,0.06451612903225806,0.11764705882352941,33.262531860662705,33.13233894001904,18.0,20.92
new_decision19,75.0,chb17,0.5,3,2,23,3,55,0.6666666666666666,0.08,0.14285714285714285,26.380628717077315,26.27737226277372,18.0,20.92
new_decision19,75.0,chb17,1.0,3,2,17,3,39,0.6666666666666666,0.10526315789473684,0.18181818181818182,19.498725573491928,19.422405585528402,18.0,20.92
new_decision19,75.0,chb17,2.0,3,2,8,3,25,0.6666666666666666,0.2,0.3076923076923077,9.17587085811385,9.139955569660424,98.0,20.92
new_decision19,75.0,chb17,5.0,3,0,2,3,9,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,75.0,chb17,10.0,3,0,2,3,7,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,80.0,chb17,0.3,3,2,23,3,61,0.6666666666666666,0.08,0.14285714285714285,26.380628717077315,26.27737226277372,18.0,20.92
new_decision19,80.0,chb17,0.5,3,2,18,3,46,0.6666666666666666,0.1,0.17391304347826086,20.64570943075616,20.564900031735956,18.0,20.92
new_decision19,80.0,chb17,1.0,3,2,12,3,33,0.6666666666666666,0.14285714285714285,0.23529411764705882,13.763806287170775,13.709933354490637,18.0,20.92
new_decision19,80.0,chb17,2.0,3,2,5,3,22,0.6666666666666666,0.2857142857142857,0.4,5.734919286321156,5.712472231037766,98.0,20.92
new_decision19,80.0,chb17,5.0,3,0,2,3,8,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,80.0,chb17,10.0,3,0,2,3,6,0.0,0.0,0.0,2.2939677145284625,2.284988892415106,nan,20.92
new_decision19,40.0,chb18,0.3,6,5,167,6,287,0.8333333333333334,0.029069767441860465,0.056179775280898875,112.77081314283926,112.47895229186155,0.0,35.54
new_decision19,40.0,chb18,0.5,6,5,149,6,226,0.8333333333333334,0.032467532467532464,0.0625,100.6158751992997,100.35547240411599,4.0,35.54
new_decision19,40.0,chb18,1.0,6,5,104,6,149,0.8333333333333334,0.045871559633027525,0.08695652173913043,70.2285303404508,70.0467726847521,0.0,35.54
new_decision19,40.0,chb18,2.0,6,5,62,6,79,0.8333333333333334,0.07462686567164178,0.136986301369863,41.86700847219183,41.758652946679135,-8.0,35.54
new_decision19,40.0,chb18,5.0,6,5,35,6,46,0.8333333333333334,0.125,0.21739130434782608,23.63460155688248,23.573433115060805,-12.0,35.54
new_decision19,40.0,chb18,10.0,6,4,15,6,23,0.6666666666666666,0.21052631578947367,0.32,10.129114952949635,10.10289990645463,-10.0,35.54
new_decision19,50.0,chb18,0.3,6,5,134,6,244,0.8333333333333334,0.03597122302158273,0.06896551724137931,90.48676024635007,90.25257249766136,0.0,35.54
new_decision19,50.0,chb18,0.5,6,5,125,6,192,0.8333333333333334,0.038461538461538464,0.07352941176470588,84.4092912745803,84.19083255378858,4.0,35.54
new_decision19,50.0,chb18,1.0,6,5,86,6,127,0.8333333333333334,0.054945054945054944,0.10309278350515463,58.07359239691124,57.923292797006546,0.0,35.54
new_decision19,50.0,chb18,2.0,6,5,52,6,68,0.8333333333333334,0.08771929824561403,0.15873015873015872,35.1142651702254,35.02338634237605,-8.0,35.54
new_decision19,50.0,chb18,5.0,6,5,29,6,40,0.8333333333333334,0.14705882352941177,0.25,19.582955575702627,19.53227315247895,-12.0,35.54
new_decision19,50.0,chb18,10.0,6,4,13,6,21,0.6666666666666666,0.23529411764705882,0.34782608695652173,8.77856629255635,8.755846585594012,-10.0,35.54
new_decision19,55.0,chb18,0.3,6,5,124,6,222,0.8333333333333334,0.03875968992248062,0.07407407407407407,83.73401694438365,83.51730589335827,0.0,35.54
new_decision19,55.0,chb18,0.5,6,5,113,6,174,0.8333333333333334,0.0423728813559322,0.08064516129032258,76.30599931222059,76.10851262862488,4.0,35.54
new_decision19,55.0,chb18,1.0,6,5,76,6,115,0.8333333333333334,0.06172839506172839,0.11494252873563218,51.32084909494482,51.18802619270346,0.0,35.54
new_decision19,55.0,chb18,2.0,6,5,47,6,62,0.8333333333333334,0.09615384615384616,0.1724137931034483,31.737893519242192,31.655753040224507,-8.0,35.54
new_decision19,55.0,chb18,5.0,6,5,26,6,37,0.8333333333333334,0.16129032258064516,0.2702702702702703,17.5571325851127,17.511693171188025,-12.0,35.54
new_decision19,55.0,chb18,10.0,6,4,11,6,19,0.6666666666666666,0.26666666666666666,0.38095238095238093,7.4280176321630655,7.408793264733395,-10.0,35.54
new_decision19,60.0,chb18,0.3,6,5,112,6,200,0.8333333333333334,0.042735042735042736,0.08130081300813008,75.63072498202393,75.43498596819457,0.0,35.54
new_decision19,60.0,chb18,0.5,6,5,102,6,157,0.8333333333333334,0.04672897196261682,0.08849557522123894,68.87798168005752,68.69971936389149,4.0,35.54
new_decision19,60.0,chb18,1.0,6,5,68,6,105,0.8333333333333334,0.0684931506849315,0.12658227848101267,45.91865445337168,45.79981290926099,0.0,35.54
new_decision19,60.0,chb18,2.0,6,5,41,6,56,0.8333333333333334,0.10869565217391304,0.19230769230769232,27.68624753806234,27.614593077642656,-8.0,35.54
new_decision19,60.0,chb18,5.0,6,5,23,6,34,0.8333333333333334,0.17857142857142858,0.29411764705882354,15.531309594522774,15.4911131898971,-12.0,35.54
new_decision19,60.0,chb18,10.0,6,4,10,6,18,0.6666666666666666,0.2857142857142857,0.4,6.752743301966424,6.735266604303087,-10.0,35.54
new_decision19,65.0,chb18,0.3,6,5,98,6,178,0.8333333333333334,0.04854368932038835,0.09174311926605505,66.17688435927094,66.00561272217026,0.0,35.54
new_decision19,65.0,chb18,0.5,6,5,87,6,140,0.8333333333333334,0.05434782608695652,0.10204081632653061,58.74886672710788,58.59681945743686,4.0,35.54
new_decision19,65.0,chb18,1.0,6,5,63,6,94,0.8333333333333334,0.07352941176470588,0.13513513513513514,42.54228280238847,42.43217960710945,0.0,35.54
new_decision19,65.0,chb18,2.0,6,5,36,6,50,0.8333333333333334,0.12195121951219512,0.2127659574468085,24.309875887079126,24.246959775491113,-8.0,35.54
new_decision19,65.0,chb18,5.0,6,5,20,6,31,0.8333333333333334,0.2,0.3225806451612903,13.505486603932848,13.470533208606174,-12.0,35.54
new_decision19,65.0,chb18,10.0,6,4,9,6,17,0.6666666666666666,0.3076923076923077,0.42105263157894735,6.077468971769782,6.061739943872778,-10.0,35.54
new_decision19,70.0,chb18,0.3,6,5,80,6,157,0.8333333333333334,0.058823529411764705,0.10989010989010989,54.02194641573139,53.882132834424695,0.0,35.54
new_decision19,70.0,chb18,0.5,6,5,74,6,123,0.8333333333333334,0.06329113924050633,0.11764705882352941,49.97030043455153,49.840972871842844,4.0,35.54
new_decision19,70.0,chb18,1.0,6,5,53,6,83,0.8333333333333334,0.08620689655172414,0.15625,35.78953950042204,35.69691300280636,0.0,35.54
new_decision19,70.0,chb18,2.0,6,5,32,6,45,0.8333333333333334,0.13513513513513514,0.23255813953488372,21.608778566292553,21.552853133769876,-8.0,35.54
